name,michelin_award,city,cuisine1,cuisine2,lon,lat,description,cuisine
Stube Hermitage,1,Madonna di Campiglio,Creative,Regional Cuisine,10.8244764,46.2131692,The name says it all – this restaurant has an old,Creative
Stube Hermitage,1,Madonna di Campiglio,Creative,Regional Cuisine,10.8244764,46.2131692,The name says it all – this restaurant has an old,Regional Cuisine
Stucki - Tanja Grandits,2,Basel,Creative,Modern Cuisine,7.5869107,47.5336861,"The pleasantly simple, calm design of this smart, traditional restaurant",Creative
Stucki - Tanja Grandits,2,Basel,Creative,Modern Cuisine,7.5869107,47.5336861,"The pleasantly simple, calm design of this smart, traditional restaurant",Modern Cuisine
Stéphane Tournié - Les Jardins de l'Opéra,1,Toulouse,Modern Cuisine,,1.44401,43.60391,"In an entirely revamped room (parquet, wooden tables, wine cellar",Modern Cuisine
Stéphane Tournié - Les Jardins de l'Opéra,1,Toulouse,Modern Cuisine,,1.44401,43.60391,"In an entirely revamped room (parquet, wooden tables, wine cellar",
Suan Thip,1,Nonthaburi,Thai,,100.502144,13.926962,"Beyond the bustle of Bangkok’s busy streets, stepping into",Thai
Suan Thip,1,Nonthaburi,Thai,,100.502144,13.926962,"Beyond the bustle of Bangkok’s busy streets, stepping into",
Substans,1,Aarhus,Creative,,10.2266839,56.1655264,A light-filled restaurant with great views over the port,Creative
Substans,1,Aarhus,Creative,,10.2266839,56.1655264,A light-filled restaurant with great views over the port,
Sud,1,Quarto,Modern Cuisine,Seafood,14.1234047,40.8748426,"The delicious cuisine served in this restaurant, one of the",Modern Cuisine
Sud,1,Quarto,Modern Cuisine,Seafood,14.1234047,40.8748426,"The delicious cuisine served in this restaurant, one of the",Seafood
Sui,1,Osaka,Japanese,,135.5025112,34.6722581,The owner-chef brings an original touch to dishes using,Japanese
Sui,1,Osaka,Japanese,,135.5025112,34.6722581,The owner-chef brings an original touch to dishes using,
Sukiyabashi Jiro Roppongiten,2,Tokyo,Sushi,,139.729049,35.658713,"A branch of ‘Sukiyabashi Jiro’, this is run by Takashi",Sushi
Sukiyabashi Jiro Roppongiten,2,Tokyo,Sushi,,139.729049,35.658713,"A branch of ‘Sukiyabashi Jiro’, this is run by Takashi",
Sumibi Kappo Ifuki,2,Kyoto,Japanese,,135.775317,35.00236,Owner-chef Norio Yamamoto named his restaurant ‘breath’ because his,Japanese
Sumibi Kappo Ifuki,2,Kyoto,Japanese,,135.775317,35.00236,Owner-chef Norio Yamamoto named his restaurant ‘breath’ because his,
Sumibi Kappo Ishii,1,Osaka,Japanese,,135.484848,34.699749,This kappo restaurant prioritises freshly-prepared tastiness and makes effective,Japanese
Sumibi Kappo Ishii,1,Osaka,Japanese,,135.484848,34.699749,This kappo restaurant prioritises freshly-prepared tastiness and makes effective,
Sumibikappo SHIROSAKA,1,Tokyo,Japanese,,139.7356771,35.6707198,Here is Japanese cuisine with a global perspective based on,Japanese
Sumibikappo SHIROSAKA,1,Tokyo,Japanese,,139.7356771,35.6707198,Here is Japanese cuisine with a global perspective based on,
Summer Palace,1,Hong Kong,Cantonese,,114.1644721,22.2770061,"There’s a timeless, exotic feel to this room whose",Cantonese
Summer Palace,1,Hong Kong,Cantonese,,114.1644721,22.2770061,"There’s a timeless, exotic feel to this room whose",
Summer Palace,1,Singapore,Cantonese,,103.8247494,1.3046521,The dining room is styled in an unmistakably Chinese manner,Cantonese
Summer Palace,1,Singapore,Cantonese,,103.8247494,1.3046521,The dining room is styled in an unmistakably Chinese manner,
Summer Pavilion,1,Singapore,Cantonese,,103.8603,1.291284,The Chihuly lounge is a great place for a drink,Cantonese
Summer Pavilion,1,Singapore,Cantonese,,103.8603,1.291284,The Chihuly lounge is a great place for a drink,
Sun Tung Lok,2,Hong Kong,Cantonese,,114.17221,22.30099,"Synonymous with top-quality Cantonese cooking, Sun Tung Lok spares",Cantonese
Sun Tung Lok,2,Hong Kong,Cantonese,,114.17221,22.30099,"Synonymous with top-quality Cantonese cooking, Sun Tung Lok spares",
Sur Mesure par Thierry Marx,2,Paris,Creative,,2.3269216,48.8671459,Precise ‘tailor - made’ (sur mesure) cuisine is the hallmark of,Creative
Sur Mesure par Thierry Marx,2,Paris,Creative,,2.3269216,48.8671459,Precise ‘tailor - made’ (sur mesure) cuisine is the hallmark of,
Sur-,1,Taichung,European Contemporary,,120.670012,24.157322,The dining room has a raw edge to it: exposed,European Contemporary
Sur-,1,Taichung,European Contemporary,,120.670012,24.157322,The dining room has a raw edge to it: exposed,
Sushi Akira,1,Taipei,Sushi,,121.52486,25.06614,"With over 20 years of experience, the sushi chef makes",Sushi
Sushi Akira,1,Taipei,Sushi,,121.52486,25.06614,"With over 20 years of experience, the sushi chef makes",
Sushi Amamoto,2,Taipei,Sushi,,121.5546162,25.0379428,You have to book months in advance and it’s,Sushi
Sushi Amamoto,2,Taipei,Sushi,,121.5546162,25.0379428,You have to book months in advance and it’s,
Sushi Amane,1,New York,Japanese,Sushi,-73.9717128,40.7514424,If you’ve eaten at Mifune and wondered why you,Japanese
Sushi Amane,1,New York,Japanese,Sushi,-73.9717128,40.7514424,If you’ve eaten at Mifune and wondered why you,Sushi
Sushi B,1,Paris,Japanese,,2.3376315,48.867715,It is enjoyable to linger in this tiny restaurant (with,Japanese
Sushi B,1,Paris,Japanese,,2.3376315,48.867715,It is enjoyable to linger in this tiny restaurant (with,
Sushi Ginza Onodera,1,New York,Japanese,Sushi,-73.981575,40.752396,"Even in Tokyo’s smart Ginza district, sushiyas tend to",Japanese
Sushi Ginza Onodera,1,New York,Japanese,Sushi,-73.981575,40.752396,"Even in Tokyo’s smart Ginza district, sushiyas tend to",Sushi
Sushi Ginza Onodera,2,West Hollywood,Japanese,Sushi,-118.3766888,34.082251,Sushi aficionados may have to look a little harder to,Japanese
Sushi Ginza Onodera,2,West Hollywood,Japanese,Sushi,-118.3766888,34.082251,Sushi aficionados may have to look a little harder to,Sushi
Sushi Harasho,2,Osaka,Sushi,,135.5198395,34.6621965,"Featuring kappo technique, the omakase is something of a story",Sushi
Sushi Harasho,2,Osaka,Sushi,,135.5198395,34.6621965,"Featuring kappo technique, the omakase is something of a story",
Sushi Hashimoto,1,Tokyo,Sushi,,139.774495,35.673,"Hiroyuki Hashimoto, whose father was also a sushi chef, trained",Sushi
Sushi Hashimoto,1,Tokyo,Sushi,,139.774495,35.673,"Hiroyuki Hashimoto, whose father was also a sushi chef, trained",
Sushi Hayashi,1,Kyoto,Sushi,,135.768077,35.029804,The kanji character for ‘sushi’ in the name is that,Sushi
Sushi Hayashi,1,Kyoto,Sushi,,135.768077,35.029804,The kanji character for ‘sushi’ in the name is that,
Sushi Hoshiyama,1,Osaka,Sushi,,135.510694,34.692732,Based on his training at a restaurant that followed the,Sushi
Sushi Hoshiyama,1,Osaka,Sushi,,135.510694,34.692732,Based on his training at a restaurant that followed the,
Sushi I-NABA,1,Manhattan Beach,Japanese,Sushi,-118.4103953,33.8865097,"How much buzz can a smattering of seats, a sushi",Japanese
Sushi I-NABA,1,Manhattan Beach,Japanese,Sushi,-118.4103953,33.8865097,"How much buzz can a smattering of seats, a sushi",Sushi
Sushi Ichi,1,Singapore,Sushi,,103.8324,1.305105,The silky smooth and tactile counter was fashioned from a,Sushi
Sushi Ichi,1,Singapore,Sushi,,103.8324,1.305105,The silky smooth and tactile counter was fashioned from a,
Sushi Kanesaka,2,Tokyo,Sushi,,139.7626744,35.6679243,The elegant interior was built by a carpenter specialising in,Sushi
Sushi Kanesaka,2,Tokyo,Sushi,,139.7626744,35.6679243,The elegant interior was built by a carpenter specialising in,
Sushi Kappo Nakaichi,1,Kyoto,Japanese,,135.7764152,35.0023214,The second-generation owner-chef keeps the restaurant’s good,Japanese
Sushi Kappo Nakaichi,1,Kyoto,Japanese,,135.7764152,35.0023214,The second-generation owner-chef keeps the restaurant’s good,
Sushi Keita,1,Tokyo,Sushi,,139.773639,35.665416,The owner-chef learned the basics of Edomae cuisine in,Sushi
Sushi Keita,1,Tokyo,Sushi,,139.773639,35.665416,The owner-chef learned the basics of Edomae cuisine in,
Sushi Kimura,1,Singapore,Sushi,,103.8296924,1.3067825,The owner-chef certainly pays attention to details: a hinoki,Sushi
Sushi Kimura,1,Singapore,Sushi,,103.8296924,1.3067825,The owner-chef certainly pays attention to details: a hinoki,
Sushi Kimura,2,Tokyo,Sushi,,139.624364,35.616,"The owner-chef created one-of-a-kind ""fermented sushi",Sushi
Sushi Kimura,2,Tokyo,Sushi,,139.624364,35.616,"The owner-chef created one-of-a-kind ""fermented sushi",
Sushi Kojima,1,Tokyo,Sushi,,139.760576,35.670147,Michio Kojima describes himself as a sushi artisan with a,Sushi
Sushi Kojima,1,Tokyo,Sushi,,139.760576,35.670147,Michio Kojima describes himself as a sushi artisan with a,
Sushi Kuwano,1,Tokyo,Sushi,,139.76125,35.668435,"Located in a multi-tenant building in Ginza, this cosy",Sushi
Sushi Kuwano,1,Tokyo,Sushi,,139.76125,35.668435,"Located in a multi-tenant building in Ginza, this cosy",
Sushi Masashi,1,Tokyo,Sushi,,139.715422,35.669666,Masashi Yamaguchi says he wants a sushi meal to tell,Sushi
Sushi Masashi,1,Tokyo,Sushi,,139.715422,35.669666,Masashi Yamaguchi says he wants a sushi meal to tell,
Sushi Masato,1,Bangkok,Sushi,,100.566185,13.734395,After honing his craft in Tokyo and building his reputation,Sushi
Sushi Masato,1,Bangkok,Sushi,,100.566185,13.734395,After honing his craft in Tokyo and building his reputation,
Sushi Matsumoto,1,Kyoto,Sushi,,135.774437,35.003377,"The sushi rice is seasoned with akazu and salt, for",Sushi
Sushi Matsumoto,1,Kyoto,Sushi,,135.774437,35.003377,"The sushi rice is seasoned with akazu and salt, for",
Sushi Matsumoto,1,SEOUL,Sushi,,127.0460076,37.5245762,Chef Matsumoto Mizuho is renowned for replicating authenticity in local,Sushi
Sushi Matsumoto,1,SEOUL,Sushi,,127.0460076,37.5245762,Chef Matsumoto Mizuho is renowned for replicating authenticity in local,
Sushi Matsuura,1,Tokyo,Sushi,,139.727734,35.64448,Starting with tuna noten (the meat just above the head,Sushi
Sushi Matsuura,1,Tokyo,Sushi,,139.727734,35.64448,Starting with tuna noten (the meat just above the head,
Sushi Minazuki,1,Osaka,Sushi,,135.495771,34.698943,Takayuki Saki has honed his sensibilities and puts his creativity,Sushi
Sushi Minazuki,1,Osaka,Sushi,,135.495771,34.698943,Takayuki Saki has honed his sensibilities and puts his creativity,
Sushi Murakami Jiro,1,Osaka,Sushi,,135.497285,34.697803,The couple that run this sushi shop present ‘Murakami theatre,Sushi
Sushi Murakami Jiro,1,Osaka,Sushi,,135.497285,34.697803,The couple that run this sushi shop present ‘Murakami theatre,
Sushi Murayama,1,Tokyo,Sushi,,139.762062,35.669948,"Here you’ll find clean-cut, nicely prepared snacks and",Sushi
Sushi Murayama,1,Tokyo,Sushi,,139.762062,35.669948,"Here you’ll find clean-cut, nicely prepared snacks and",
Sushi Nakazawa,1,New York,Japanese,Sushi,-74.00451,40.731716,"For a truly memorable sushi adventure, head to this sleek",Japanese
Sushi Nakazawa,1,New York,Japanese,Sushi,-74.00451,40.731716,"For a truly memorable sushi adventure, head to this sleek",Sushi
Sushi Nakazawa,1,Washington,Japanese,Sushi,-77.02701,38.89466,This second outpost of Nakazawa’s critically acclaimed New York,Japanese
Sushi Nakazawa,1,Washington,Japanese,Sushi,-77.02701,38.89466,This second outpost of Nakazawa’s critically acclaimed New York,Sushi
Sushi Nomura,1,Taipei,Sushi,,121.554783,25.036207,Good sushi starts with the rice – here it’s a,Sushi
Sushi Nomura,1,Taipei,Sushi,,121.554783,25.036207,Good sushi starts with the rice – here it’s a,
Sushi Noz,1,New York,Japanese,Sushi,-73.958275,40.77384,Set on a tree-lined street in the Upper East,Japanese
Sushi Noz,1,New York,Japanese,Sushi,-73.958275,40.77384,Set on a tree-lined street in the Upper East,Sushi
Sushi Ohata,1,Osaka,Sushi,,135.497668,34.695994,"When owner-chef Masamichi Ohata holds forth on white, red",Sushi
Sushi Ohata,1,Osaka,Sushi,,135.497668,34.695994,"When owner-chef Masamichi Ohata holds forth on white, red",
Sushi Rakumi,1,Kyoto,Sushi,,135.7760153,35.0067137,Kazuya Nomura apprenticed in Japanese cuisine in Kyoto and sushi,Sushi
Sushi Rakumi,1,Kyoto,Sushi,,135.7760153,35.0067137,Kazuya Nomura apprenticed in Japanese cuisine in Kyoto and sushi,
Sushi Ryu,1,Taipei,Sushi,,121.527278,25.055813,Having had almost 30 years’ experience working in renowned sushi,Sushi
Sushi Ryu,1,Taipei,Sushi,,121.527278,25.055813,Having had almost 30 years’ experience working in renowned sushi,
Sushi Ryujiro,1,Tokyo,Sushi,,139.7208717,35.6712906,Ryujiro Nakamura is sincere in his approach to his work,Sushi
Sushi Ryujiro,1,Tokyo,Sushi,,139.7208717,35.6712906,Ryujiro Nakamura is sincere in his approach to his work,
Sushi Saito,1,Hong Kong,Sushi,,114.15677,22.286467,"Supervised and managed by famed Chef Takashi Saito, the team",Sushi
Sushi Saito,1,Hong Kong,Sushi,,114.15677,22.286467,"Supervised and managed by famed Chef Takashi Saito, the team",
Sushi Sanghyeon,1,SEOUL,Sushi,,127.04254,37.52187,This is the eponymous restaurant of Chef Im Sang-hyeon,Sushi
Sushi Sanghyeon,1,SEOUL,Sushi,,127.04254,37.52187,This is the eponymous restaurant of Chef Im Sang-hyeon,
Sushi Shikon,3,Hong Kong,Sushi,,114.1577893,22.2806103,The famous sushi-ya moved to this prestigious address in,Sushi
Sushi Shikon,3,Hong Kong,Sushi,,114.1577893,22.2806103,The famous sushi-ya moved to this prestigious address in,
Sushi Shin,1,Zurich,Japanese Contemporary,,8.5415242,47.3705379,"On Münsterhof square, this small upmarket yet casual sushi restaurant",Japanese Contemporary
Sushi Shin,1,Zurich,Japanese Contemporary,,8.5415242,47.3705379,"On Münsterhof square, this small upmarket yet casual sushi restaurant",
Sushi Shin,1,Redwood City,Japanese,Sushi,-122.2323102,37.4871305,"Redwood City is undoubtedly quaint yet lively, but this silent",Japanese
Sushi Shin,1,Redwood City,Japanese,Sushi,-122.2323102,37.4871305,"Redwood City is undoubtedly quaint yet lively, but this silent",Sushi
Sushi Sho,1,Stockholm,Japanese,,18.0498009,59.3411916,"With its white tiled walls and compact counter seating, the",Japanese
Sushi Sho,1,Stockholm,Japanese,,18.0498009,59.3411916,"With its white tiled walls and compact counter seating, the",
Sushi Sugaya,1,Tokyo,Sushi,,139.742499,35.655274,The owner-chef says the job of a sushi restaurant,Sushi
Sushi Sugaya,1,Tokyo,Sushi,,139.742499,35.655274,The owner-chef says the job of a sushi restaurant,
Sushi Tadokoro,1,San Diego,Japanese,Sushi,-117.1913167,32.7483809,Located off the beaten path and in a modest strip,Japanese
Sushi Tadokoro,1,San Diego,Japanese,Sushi,-117.1913167,32.7483809,Located off the beaten path and in a modest strip,Sushi
Sushi Takamitsu,1,Tokyo,Sushi,,139.6951922,35.6474502,Enjoy the Edomae technique cultivated by the owner-chef with,Sushi
Sushi Takamitsu,1,Tokyo,Sushi,,139.6951922,35.6474502,Enjoy the Edomae technique cultivated by the owner-chef with,
Sushi Taro,1,Washington,Japanese,Seasonal Cuisine,-77.03834,38.909992,Sushi aficionados know to give this beloved Dupont Circle gem,Japanese
Sushi Taro,1,Washington,Japanese,Seasonal Cuisine,-77.03834,38.909992,Sushi aficionados know to give this beloved Dupont Circle gem,Seasonal Cuisine
Sushi Wadatsumi,1,Hong Kong,Sushi,,114.17497,22.29504,The longstanding sushi fixture in Sheung Wan moved to this,Sushi
Sushi Wadatsumi,1,Hong Kong,Sushi,,114.17497,22.29504,The longstanding sushi fixture in Sheung Wan moved to this,
Sushi Yasuda,1,New York,Japanese,Sushi,-73.97364,40.75108,"There is a spartan appearance to this sushi temple, where",Japanese
Sushi Yasuda,1,New York,Japanese,Sushi,-73.97364,40.75108,"There is a spartan appearance to this sushi temple, where",Sushi
Sushi Yoshitake,3,Tokyo,Sushi,,139.761937,35.66894,"Weaving together the past and future of Edomae sushi, Masahiro",Sushi
Sushi Yoshitake,3,Tokyo,Sushi,,139.761937,35.66894,"Weaving together the past and future of Edomae sushi, Masahiro",
Sushi Yoshizumi,1,San Mateo,Japanese,Sushi,-122.3211,37.565075,"Reservations may be&nbsp;hard to secure, but rest assured that",Japanese
Sushi Yoshizumi,1,San Mateo,Japanese,Sushi,-122.3211,37.565075,"Reservations may be&nbsp;hard to secure, but rest assured that",Sushi
Sushi Yuden,1,Osaka,Sushi,,135.516768,34.666267,Nothing is standard here: there is a wide range of,Sushi
Sushi Yuden,1,Osaka,Sushi,,135.516768,34.666267,Nothing is standard here: there is a wide range of,
Sushi | Bar Montecito,1,Santa Barbara,Japanese,Sushi,-119.6400634,34.4214368,"Though it’s right by the tony Montecito Inn, this",Japanese
Sushi | Bar Montecito,1,Santa Barbara,Japanese,Sushi,-119.6400634,34.4214368,"Though it’s right by the tony Montecito Inn, this",Sushi
Sushidokoro Amano,1,Osaka,Sushi,,135.4879593,34.6949682,The owner-chef has worked in a sushi restaurant and,Sushi
Sushidokoro Amano,1,Osaka,Sushi,,135.4879593,34.6949682,The owner-chef has worked in a sushi restaurant and,
Sushidokoro Hirokawa,1,Osaka,Sushi,,135.535565,34.698525,Only an omakase menu is offered and it starts with,Sushi
Sushidokoro Hirokawa,1,Osaka,Sushi,,135.535565,34.698525,Only an omakase menu is offered and it starts with,
Sushidokoro Kiraku,1,Tokyo,Sushi,,139.6372112,35.6505277,This community-rooted restaurant was founded in the early Showa,Sushi
Sushidokoro Kiraku,1,Tokyo,Sushi,,139.6372112,35.6505277,This community-rooted restaurant was founded in the early Showa,
Sushiroku,1,Osaka,Sushi,,135.502972,34.697125,"Aspiring to be a chef, the owner-chef went to",Sushi
Sushiroku,1,Osaka,Sushi,,135.502972,34.697125,"Aspiring to be a chef, the owner-chef went to",
Sushiya Shota,1,Tokyo,Sushi,,139.735547,35.653613,The Korean-born owner-chef was inspired by the etiquette,Sushi
Sushiya Shota,1,Tokyo,Sushi,,139.735547,35.653613,The Korean-born owner-chef was inspired by the etiquette,
Sushiyoshi,2,Osaka,Sushi,,135.510671,34.699892,Owner-chef Hiroki Nakanoue thrills customers with surprising shuko based,Sushi
Sushiyoshi,2,Osaka,Sushi,,135.510671,34.699892,Owner-chef Hiroki Nakanoue thrills customers with surprising shuko based,
Suyab Courtyard・Pickmoon Gourmet,1,Guangzhou,Chao Zhou,,113.32637,23.024632,"This building houses a furniture store, a restaurant and a",Chao Zhou
Suyab Courtyard・Pickmoon Gourmet,1,Guangzhou,Chao Zhou,,113.32637,23.024632,"This building houses a furniture store, a restaurant and a",
Syttende,1,Sønderborg,Modern Cuisine,Danish,9.7833821,54.9139503,This restaurant is situated on the 17th floor of the,Modern Cuisine
Syttende,1,Sønderborg,Modern Cuisine,Danish,9.7833821,54.9139503,This restaurant is situated on the 17th floor of the,Danish
SÉZANNE,1,Tokyo,French,French Contemporary,139.76693,35.677987,Sézanne is the name of a village in the Champagne,French
SÉZANNE,1,Tokyo,French,French Contemporary,139.76693,35.677987,Sézanne is the name of a village in the Champagne,French Contemporary
Söl'ring Hof,2,Rantum,Creative,Country cooking,8.2887697,54.8536822,"Seasonal, regional produce is essential in Johannes King’s cooking",Creative
Söl'ring Hof,2,Rantum,Creative,Country cooking,8.2887697,54.8536822,"Seasonal, regional produce is essential in Johannes King’s cooking",Country cooking
Søllerød Kro,1,Copenhagen,Modern Cuisine,,12.4951512,55.8134465,A characterful 17C thatched inn by a pond in a,Modern Cuisine
Søllerød Kro,1,Copenhagen,Modern Cuisine,,12.4951512,55.8134465,A characterful 17C thatched inn by a pond in a,
Sühring,2,Bangkok,European Contemporary,,100.5457264,13.7108084,"At Sühring, twin chefs Matthias and Thomas have created a",European Contemporary
Sühring,2,Bangkok,European Contemporary,,100.5457264,13.7108084,"At Sühring, twin chefs Matthias and Thomas have created a",
T'ang Court,3,Hong Kong,Cantonese,,114.1698,22.296572,It’s easy to see why this restaurant remains so,Cantonese
T'ang Court,3,Hong Kong,Cantonese,,114.1698,22.296572,It’s easy to see why this restaurant remains so,
T'ang Court,1,Shanghai,Cantonese,,121.445604,31.208949,The dining room with six smartly dressed tables may seem,Cantonese
T'ang Court,1,Shanghai,Cantonese,,121.445604,31.208949,The dining room with six smartly dressed tables may seem,
T+T,1,Taipei,Innovative,,121.55079,25.05474,The modern and simple design of T+T exudes relaxed,Innovative
T+T,1,Taipei,Innovative,,121.55079,25.05474,The modern and simple design of T+T exudes relaxed,
TACUBO,1,Tokyo,Italian,,139.705993,35.650825,The dishes feature plenty of Japanese ingredients prepared using Italian,Italian
TACUBO,1,Tokyo,Italian,,139.705993,35.650825,The dishes feature plenty of Japanese ingredients prepared using Italian,
TAKAYAMA,1,Kyoto,Italian,,135.76915,35.002526,"From his training in Italy, the chef learnt creative, modern",Italian
TAKAYAMA,1,Kyoto,Italian,,135.76915,35.002526,"From his training in Italy, the chef learnt creative, modern",
TEMPURA HANAGATAMI,1,Osaka,Tempura,,135.492641,34.698397,Different states of the same ingredient are used in the,Tempura
TEMPURA HANAGATAMI,1,Osaka,Tempura,,135.492641,34.698397,Different states of the same ingredient are used in the,
TEN-MASA,1,Tokyo,Japanese,,139.6955381,35.6458811,Owner-chef Masahiko Ashiki first learned cooking from his father,Japanese
TEN-MASA,1,Tokyo,Japanese,,139.6955381,35.6458811,Owner-chef Masahiko Ashiki first learned cooking from his father,
THE IZAKAYA,1,Wachenheim an der Weinstraße,Modern Cuisine,Fusion,8.1815757,49.4388611,"This trendy, casual eatery could be described as a ""Japanese",Modern Cuisine
THE IZAKAYA,1,Wachenheim an der Weinstraße,Modern Cuisine,Fusion,8.1815757,49.4388611,"This trendy, casual eatery could be described as a ""Japanese",Fusion
TIAN,1,Munich,Vegetarian,,11.5757538,48.1345296,Even though this restaurant focuses exclusively on vegetarian and vegan,Vegetarian
TIAN,1,Munich,Vegetarian,,11.5757538,48.1345296,Even though this restaurant focuses exclusively on vegetarian and vegan,
TIAN,1,Vienna,Vegetarian,,16.3745163,48.2051767,The depth of flavour that you’ll find in the,Vegetarian
TIAN,1,Vienna,Vegetarian,,16.3745163,48.2051767,The depth of flavour that you’ll find in the,
TOUR D'ARGENT,1,Tokyo,French,,139.7340453,35.6808558,"The main location in Paris has a real history, having",French
TOUR D'ARGENT,1,Tokyo,French,,139.7340453,35.6808558,"The main location in Paris has a real history, having",
Ta Vie,2,Hong Kong,Innovative,,114.15529,22.282766,"The mantra of chef Hideaki Sato is “pure, simple and",Innovative
Ta Vie,2,Hong Kong,Innovative,,114.15529,22.282766,"The mantra of chef Hideaki Sato is “pure, simple and",
Table - Bruno Verjus,1,Paris,Modern Cuisine,,2.3759654,48.8486151,Bruno Verjus talks about his supplier partners with a twinkle,Modern Cuisine
Table - Bruno Verjus,1,Paris,Modern Cuisine,,2.3759654,48.8486151,Bruno Verjus talks about his supplier partners with a twinkle,
Table de Mary,1,Cheseaux-Noréaz,Classic French,,6.6677225,46.7805014,Maryline and Loïc Nozahic have run this superbly located restaurant,Classic French
Table de Mary,1,Cheseaux-Noréaz,Classic French,,6.6677225,46.7805014,Maryline and Loïc Nozahic have run this superbly located restaurant,
Table for Four,1,SEOUL,Contemporary,,126.99442,37.49769,"This ""Table"" uses a wide range of seasonal ingredients infused",Contemporary
Table for Four,1,SEOUL,Contemporary,,126.99442,37.49769,"This ""Table"" uses a wide range of seasonal ingredients infused",
Table65,1,Singapore,Creative,,103.8212274,1.2570951,"Named after the city’s area code, this restaurant takes",Creative
Table65,1,Singapore,Creative,,103.8212274,1.2570951,"Named after the city’s area code, this restaurant takes",
Taco María,1,Costa Mesa,Mexican,Contemporary,-117.9257477,33.6949591,"Nestled within an upscale galleria called The OC Mix, this",Mexican
Taco María,1,Costa Mesa,Mexican,Contemporary,-117.9257477,33.6949591,"Nestled within an upscale galleria called The OC Mix, this",Contemporary
Tagetsu,1,Tokyo,Japanese,,139.7094977,35.6641018,Hideo Mochizuki was unable to take over his father’s,Japanese
Tagetsu,1,Tokyo,Japanese,,139.7094977,35.6641018,Hideo Mochizuki was unable to take over his father’s,
Taian,3,Osaka,Japanese,,135.507222,34.673298,Hitoshi Takahata pushes his craft forward every day and borrows,Japanese
Taian,3,Osaka,Japanese,,135.507222,34.673298,Hitoshi Takahata pushes his craft forward every day and borrows,
Taian Table,3,Shanghai,Innovative,,121.474049,31.221807,A fixture on the city’s dining scene since 2016,Innovative
Taian Table,3,Shanghai,Innovative,,121.474049,31.221807,A fixture on the city’s dining scene since 2016,
Taian Table,2,Guangzhou,European Contemporary,,113.280695,23.138026,"If creative, refined dining with a modern twist is your",European Contemporary
Taian Table,2,Guangzhou,European Contemporary,,113.280695,23.138026,"If creative, refined dining with a modern twist is your",
Tail Up Goat,1,Washington,Contemporary,,-77.0428198,38.9232785,"When three forward-thinking chefs combine their talents, the result",Contemporary
Tail Up Goat,1,Washington,Contemporary,,-77.0428198,38.9232785,"When three forward-thinking chefs combine their talents, the result",
Takagakino Sushi,1,Tokyo,Sushi,,139.783988,35.682758,Nobuhide Takagaki was a fisherman before he became a sushi,Sushi
Takagakino Sushi,1,Tokyo,Sushi,,139.783988,35.682758,Nobuhide Takagaki was a fisherman before he became a sushi,
Takao Takano,2,Lyon,Creative,,4.8425758,45.7705183,It would be hard not to be won over by,Creative
Takao Takano,2,Lyon,Creative,,4.8425758,45.7705183,It would be hard not to be won over by,
Takumi,1,Tokyo,French,,139.72421,35.6603949,Takumi Otsuki says his aim is to deliver a meal,French
Takumi,1,Tokyo,French,,139.72421,35.6603949,Takumi Otsuki says his aim is to deliver a meal,
Takumi Sushi Owana,1,Tokyo,Sushi,,139.710474,35.644812,"Snacks and nigiri are served in alternating fashion, and rice",Sushi
Takumi Sushi Owana,1,Tokyo,Sushi,,139.710474,35.644812,"Snacks and nigiri are served in alternating fashion, and rice",
Takumi by Daisuke Mori,1,Hong Kong,Innovative,,114.1772288,22.2766457,"Named after its executive chef from Japan, this restaurant features",Innovative
Takumi by Daisuke Mori,1,Hong Kong,Innovative,,114.1772288,22.2766457,"Named after its executive chef from Japan, this restaurant features",
Taller,1,Quintanilla de Onésimo,Creative,Modern Cuisine,-4.3237821,41.6280676,"Located at the prestigious Arzuaga bodega, this restaurant with its",Creative
Taller,1,Quintanilla de Onésimo,Creative,Modern Cuisine,-4.3237821,41.6280676,"Located at the prestigious Arzuaga bodega, this restaurant with its",Modern Cuisine
Talvo by Dalsass,1,Saint Moritz,Mediterranean Cuisine,,9.8114484,46.478305,Martin Dalsass doesn’t think much of modern frills and,Mediterranean Cuisine
Talvo by Dalsass,1,Saint Moritz,Mediterranean Cuisine,,9.8114484,46.478305,Martin Dalsass doesn’t think much of modern frills and,
Tamawarai,1,Tokyo,Soba,,139.70467,35.664462,The owner-chef gets unpolished buckwheat in from contracted farmers,Soba
Tamawarai,1,Tokyo,Soba,,139.70467,35.664462,The owner-chef gets unpolished buckwheat in from contracted farmers,
Tanimoto,1,Tokyo,Japanese,,139.7229931,35.6886359,It was training at a ryotei in Shiga where the,Japanese
Tanimoto,1,Tokyo,Japanese,,139.7229931,35.6886359,It was training at a ryotei in Shiga where the,
Tano Passami l'Olio,1,Milan,Creative,Modern Cuisine,9.1696159,45.4715781,"A chef with a strong, playful personality, Simonato often leaves",Creative
Tano Passami l'Olio,1,Milan,Creative,Modern Cuisine,9.1696159,45.4715781,"A chef with a strong, playful personality, Simonato often leaves",Modern Cuisine
Tante Koosje,1,Loenen aan de Vecht,Modern French,,5.0235487,52.2090905,"Tante Koosje refers to Koosje Edema, who was once an",Modern French
Tante Koosje,1,Loenen aan de Vecht,Modern French,,5.0235487,52.2090905,"Tante Koosje refers to Koosje Edema, who was once an",
